label,xmin,ymin,xmax,ymax,image
Hard Hat,326,195,428,257,pos_1784.jpg
Hard Hat,583,192,675,252,pos_1784.jpg
Hard Hat,742,152,908,243,pos_1784.jpg
Hard Hat,886,0,1277,190,pos_1784.jpg
Safety Vest,274,302,454,542,pos_1784.jpg
Safety Vest,534,295,712,531,pos_1784.jpg
Safety Vest,728,292,976,664,pos_1784.jpg
Safety Vest,876,320,1275,715,pos_1784.jpg
Safety Vest,0,213,252,552,pos_1974.jpg
Safety Vest,685,226,913,556,pos_1974.jpg
Safety Vest,896,236,1140,505,pos_1974.jpg
Hard Hat,342,67,353,78,pos_759.jpg
Safety Vest,332,82,367,120,pos_759.jpg
Hard Hat,117,107,218,161,pos_981.jpg
Hard Hat,69,117,103,150,pos_981.jpg
Safety Vest,39,176,139,283,pos_981.jpg
Hard Hat,155,41,441,249,pos_995.jpg
Safety Vest,198,221,379,459,pos_1960.jpg
Safety Vest,542,219,742,487,pos_1960.jpg
Safety Vest,796,228,965,430,pos_1960.jpg
Safety Vest,159,0,612,532,pos_1753.jpg
Safety Vest,1030,163,1244,446,pos_1753.jpg
Hard Hat,1058,64,1166,133,pos_1753.jpg
Hard Hat,134,143,285,222,pos_1035.jpg
Hard Hat,0,168,163,266,pos_1035.jpg
Hard Hat,343,87,401,139,pos_1021.jpg
Hard Hat,793,0,1272,686,pos_1747.jpg
Safety Vest,4,184,783,717,pos_1747.jpg
Hard Hat,11,290,149,358,pos_942.jpg
Hard Hat,135,266,220,340,pos_942.jpg
Hard Hat,214,257,373,403,pos_942.jpg
Safety Vest,0,405,168,496,pos_942.jpg
Safety Vest,121,352,226,454,pos_942.jpg
Safety Vest,208,375,373,499,pos_942.jpg
Hard Hat,10,13,59,45,pos_1009.jpg
Hard Hat,131,130,146,146,pos_1009.jpg
Hard Hat,91,152,105,164,pos_1009.jpg
Hard Hat,422,129,455,148,pos_1009.jpg
Hard Hat,449,78,459,92,pos_1009.jpg
Hard Hat,340,66,355,82,pos_1009.jpg
Hard Hat,246,202,261,220,pos_1009.jpg
Hard Hat,380,158,390,167,pos_1009.jpg
Hard Hat,175,146,190,155,pos_1009.jpg
Hard Hat,259,133,271,142,pos_1009.jpg
Hard Hat,246,79,429,174,pos_956.jpg
Safety Vest,337,203,499,328,pos_956.jpg
Hard Hat,7,299,256,449,pos_957.jpg
Hard Hat,258,28,295,60,pos_1008.jpg
Hard Hat,130,18,265,99,pos_943.jpg
Hard Hat,142,80,193,121,pos_1020.jpg
Hard Hat,210,78,263,119,pos_1020.jpg
Hard Hat,282,105,340,144,pos_1020.jpg
Hard Hat,616,0,1048,400,pos_1746.jpg
Safety Vest,137,418,1077,718,pos_1746.jpg
Safety Vest,3,100,487,414,pos_1752.jpg
Hard Hat,367,109,433,244,pos_1034.jpg
Hard Hat,307,85,387,230,pos_1034.jpg
Hard Hat,223,47,324,208,pos_1034.jpg
Hard Hat,124,3,247,179,pos_1034.jpg
Hard Hat,0,1,140,129,pos_1034.jpg
Hard Hat,183,32,292,95,pos_994.jpg
Hard Hat,146,0,208,67,pos_994.jpg
Hard Hat,315,32,402,93,pos_994.jpg
Hard Hat,474,41,497,100,pos_994.jpg
Safety Vest,151,212,342,463,pos_1961.jpg
Safety Vest,521,189,807,584,pos_1961.jpg
Safety Vest,788,172,997,443,pos_1961.jpg
Safety Vest,278,262,524,698,pos_1975.jpg
Safety Vest,608,264,739,410,pos_1975.jpg
Safety Vest,944,256,1276,664,pos_1975.jpg
Hard Hat,28,2,297,226,pos_980.jpg
Hard Hat,329,122,415,194,pos_758.jpg
Hard Hat,58,74,124,127,pos_770.jpg
Hard Hat,103,74,146,108,pos_770.jpg
Hard Hat,334,70,432,137,pos_770.jpg
Safety Vest,308,243,646,702,pos_1785.jpg
Hard Hat,774,119,936,222,pos_1785.jpg
Hard Hat,432,38,596,168,pos_1785.jpg
Safety Vest,715,325,1037,716,pos_1785.jpg
Hard Hat,78,0,276,132,pos_1791.jpg
Safety Vest,0,154,198,662,pos_1791.jpg
Safety Vest,360,2,400,38,pos_1791.jpg
Safety Vest,297,391,580,717,pos_1949.jpg
Safety Vest,633,258,981,717,pos_1949.jpg
Hard Hat,191,202,215,221,pos_764.jpg
Safety Vest,841,357,1186,719,pos_2071.jpg
Hard Hat,67,363,173,459,pos_1578.jpg
Hard Hat,286,391,363,451,pos_1578.jpg
Hard Hat,561,518,707,652,pos_1578.jpg
Safety Vest,0,475,180,719,pos_1578.jpg
Safety Vest,223,478,389,648,pos_1578.jpg
Safety Vest,591,653,790,719,pos_1578.jpg
Hard Hat,0,22,297,266,pos_599.jpg
Safety Vest,297,188,528,473,pos_2065.jpg
Safety Vest,754,195,993,496,pos_2065.jpg
Safety Vest,388,280,448,435,pos_1544.jpg
Safety Vest,424,274,536,432,pos_1544.jpg
Hard Hat,450,29,543,93,pos_1222.jpg
Hard Hat,389,215,437,281,pos_1222.jpg
Hard Hat,352,150,361,162,pos_1222.jpg
Hard Hat,140,18,216,69,pos_1236.jpg
Hard Hat,412,56,484,106,pos_1236.jpg
Safety Vest,307,265,531,455,pos_2059.jpg
Safety Vest,898,306,1008,487,pos_1550.jpg
Safety Vest,1149,303,1248,496,pos_1550.jpg
Safety Vest,45,73,325,537,pos_228.jpg
Safety Vest,470,0,1119,1082,pos_228.jpg
Safety Vest,290,307,648,930,pos_214.jpg
Safety Vest,8,188,362,822,pos_214.jpg
Safety Vest,225,151,564,347,pos_214.jpg
Safety Vest,53,5,406,234,pos_214.jpg
Safety Vest,165,581,1015,718,pos_1587.jpg
Safety Vest,71,32,269,342,pos_572.jpg
Safety Vest,172,73,483,403,pos_566.jpg
Safety Vest,6,513,625,719,pos_1593.jpg
Safety Vest,691,329,1095,719,pos_1593.jpg
Hard Hat,166,64,404,301,pos_200.jpg
Safety Vest,824,221,1023,492,pos_2105.jpg
Safety Vest,1024,214,1185,478,pos_2105.jpg
Safety Vest,0,228,522,717,pos_1418.jpg
Safety Vest,282,267,329,348,pos_2111.jpg
Safety Vest,316,217,403,364,pos_2111.jpg
Safety Vest,516,163,623,300,pos_1430.jpg
Safety Vest,180,275,483,508,pos_2139.jpg
Hard Hat,542,82,667,154,pos_1356.jpg
Safety Vest,493,235,741,580,pos_1356.jpg
Safety Vest,145,193,519,597,pos_1356.jpg
Hard Hat,346,463,363,497,pos_1342.jpg
Hard Hat,358,393,499,527,pos_1342.jpg
Hard Hat,275,340,367,447,pos_1342.jpg
Safety Vest,153,419,357,693,pos_1342.jpg
Safety Vest,321,557,560,716,pos_1342.jpg
Safety Vest,654,451,871,718,pos_1424.jpg
Safety Vest,170,62,466,414,pos_348.jpg
Hard Hat,1419,312,2321,950,pos_360.jpg
Safety Vest,403,86,620,348,pos_1395.jpg
Hard Hat,484,0,607,101,pos_1395.jpg
Hard Hat,907,0,1012,16,pos_1395.jpg
Safety Vest,833,45,1071,367,pos_1395.jpg
Hard Hat,10,5,423,265,pos_406.jpg
Safety Vest,152,22,843,990,pos_412.jpg
Hard Hat,165,72,203,103,pos_1381.jpg
Hard Hat,36,101,62,118,pos_1381.jpg
Hard Hat,363,72,395,88,pos_1381.jpg
Safety Vest,11,124,63,198,pos_1381.jpg
Safety Vest,147,116,201,210,pos_1381.jpg
Safety Vest,367,110,424,204,pos_1381.jpg
Safety Vest,233,141,1062,1214,pos_374.jpg
Hard Hat,77,22,188,112,pos_823.jpg
Hard Hat,110,175,137,193,pos_1168.jpg
Hard Hat,105,114,125,128,pos_1168.jpg
Hard Hat,175,112,199,128,pos_1168.jpg
Hard Hat,73,129,87,144,pos_1168.jpg
Hard Hat,47,143,63,155,pos_1168.jpg
Hard Hat,35,128,51,141,pos_1168.jpg
Safety Vest,166,134,179,154,pos_1168.jpg
Safety Vest,99,136,117,152,pos_1168.jpg
Safety Vest,68,150,94,166,pos_1168.jpg
Safety Vest,46,155,65,166,pos_1168.jpg
Safety Vest,29,146,46,169,pos_1168.jpg
Hard Hat,7,54,389,341,pos_94.jpg
Safety Vest,0,28,356,537,pos_189.jpg
Safety Vest,378,16,747,543,pos_189.jpg
Safety Vest,992,344,2315,1998,pos_80.jpg
Hard Hat,57,120,80,141,pos_837.jpg
Hard Hat,125,108,147,127,pos_837.jpg
Hard Hat,155,102,178,123,pos_837.jpg
Hard Hat,190,108,211,128,pos_837.jpg
Hard Hat,223,103,246,125,pos_837.jpg
Hard Hat,380,120,402,141,pos_837.jpg
Hard Hat,344,119,366,135,pos_837.jpg
Hard Hat,313,116,337,135,pos_837.jpg
Hard Hat,274,100,297,113,pos_837.jpg
Hard Hat,252,118,276,137,pos_837.jpg
Hard Hat,73,194,99,212,pos_837.jpg
Hard Hat,120,198,146,217,pos_837.jpg
Hard Hat,168,186,190,204,pos_837.jpg
Hard Hat,204,191,231,215,pos_837.jpg
Hard Hat,252,191,275,215,pos_837.jpg
Hard Hat,315,195,345,220,pos_837.jpg
Hard Hat,368,196,395,220,pos_837.jpg
Hard Hat,120,223,208,315,pos_1154.jpg
Safety Vest,901,577,944,625,pos_1632.jpg
Safety Vest,0,573,648,718,pos_1626.jpg
Safety Vest,803,465,1278,719,pos_1626.jpg
Hard Hat,35,100,136,231,pos_1140.jpg
Safety Vest,51,31,246,272,pos_638.jpg
Safety Vest,249,175,482,491,pos_57.jpg
Safety Vest,185,127,394,433,pos_57.jpg
Safety Vest,129,82,339,398,pos_57.jpg
Safety Vest,75,54,283,368,pos_57.jpg
Safety Vest,42,28,254,348,pos_57.jpg
Safety Vest,5,5,212,315,pos_57.jpg
Safety Vest,403,214,603,491,pos_1815.jpg
Safety Vest,798,176,935,433,pos_1815.jpg
Safety Vest,87,52,815,718,pos_1801.jpg
Hard Hat,2,24,296,206,pos_43.jpg
Safety Vest,5,38,146,287,pos_604.jpg
Safety Vest,74,68,239,299,pos_604.jpg
Hard Hat,301,0,498,118,pos_1197.jpg
Hard Hat,143,0,241,110,pos_1197.jpg
Safety Vest,911,0,1005,50,pos_1829.jpg
Hard Hat,138,12,874,477,pos_162.jpg
Safety Vest,99,870,930,997,pos_162.jpg
Safety Vest,1,253,369,684,pos_176.jpg
Safety Vest,317,7,696,443,pos_176.jpg
Hard Hat,47,110,93,189,pos_1183.jpg
Hard Hat,176,270,221,298,pos_1183.jpg
Hard Hat,245,236,286,288,pos_1183.jpg
Hard Hat,344,115,394,144,pos_1183.jpg
Hard Hat,211,308,235,338,pos_1183.jpg
Hard Hat,436,298,465,325,pos_1183.jpg
Safety Vest,271,100,755,779,pos_610.jpg
Hard Hat,119,0,621,204,pos_160.jpg
Hard Hat,571,21,948,232,pos_160.jpg
Hard Hat,874,99,1065,276,pos_160.jpg
Safety Vest,0,391,604,869,pos_160.jpg
Safety Vest,499,443,913,865,pos_160.jpg
Safety Vest,896,428,1099,870,pos_160.jpg
Safety Vest,88,63,513,525,pos_69.jpg
Hard Hat,219,105,296,215,pos_1195.jpg
Safety Vest,39,1,864,895,pos_606.jpg
Hard Hat,1,47,396,299,pos_612.jpg
Hard Hat,154,0,352,136,pos_1181.jpg
Safety Vest,50,263,416,373,pos_1181.jpg
Hard Hat,25,1,435,397,pos_174.jpg
Hard Hat,305,13,566,203,pos_1817.jpg
Hard Hat,175,0,415,36,pos_1817.jpg
Safety Vest,1,127,293,569,pos_1817.jpg
Safety Vest,64,262,573,718,pos_1817.jpg
Hard Hat,0,0,996,667,pos_55.jpg
Hard Hat,41,165,881,642,pos_148.jpg
Safety Vest,67,115,436,666,pos_41.jpg
Safety Vest,293,36,637,565,pos_41.jpg
Safety Vest,396,337,481,494,pos_1803.jpg
Safety Vest,265,368,430,524,pos_1630.jpg
Safety Vest,492,356,648,510,pos_1630.jpg
Hard Hat,314,70,399,148,pos_1156.jpg
Hard Hat,364,92,392,109,pos_1142.jpg
Hard Hat,320,81,365,113,pos_1142.jpg
Hard Hat,297,84,325,107,pos_1142.jpg
Hard Hat,259,89,282,109,pos_1142.jpg
Hard Hat,86,82,145,112,pos_1142.jpg
Hard Hat,73,126,116,162,pos_809.jpg
Hard Hat,129,116,167,146,pos_809.jpg
Hard Hat,174,110,217,138,pos_809.jpg
Hard Hat,228,84,268,116,pos_809.jpg
Hard Hat,294,90,340,121,pos_809.jpg
Hard Hat,335,41,387,85,pos_809.jpg
Safety Vest,0,552,942,718,pos_1624.jpg
Hard Hat,346,211,490,364,pos_96.jpg
Safety Vest,409,297,636,662,pos_96.jpg
Hard Hat,97,26,260,116,pos_821.jpg
Hard Hat,108,55,214,144,pos_835.jpg
Hard Hat,30,128,985,876,pos_82.jpg
Hard Hat,16,69,687,605,pos_404.jpg
Safety Vest,539,12,714,247,pos_1397.jpg
Hard Hat,597,174,693,284,pos_1397.jpg
Safety Vest,623,213,1003,467,pos_1397.jpg
Safety Vest,169,12,554,676,pos_362.jpg
Hard Hat,22,28,247,191,pos_376.jpg
Hard Hat,128,96,146,110,pos_1383.jpg
Hard Hat,194,91,217,110,pos_1383.jpg
Hard Hat,147,91,164,100,pos_1383.jpg
Safety Vest,149,117,159,152,pos_1383.jpg
Safety Vest,154,111,175,159,pos_1383.jpg
Safety Vest,116,123,148,196,pos_1383.jpg
Safety Vest,180,20,816,971,pos_410.jpg
Safety Vest,2,0,632,897,pos_438.jpg
Hard Hat,1032,14,1119,81,pos_1354.jpg
Safety Vest,1018,100,1216,363,pos_1354.jpg
Safety Vest,271,358,763,711,pos_1432.jpg
Safety Vest,0,0,426,515,pos_1426.jpg
Hard Hat,532,165,664,289,pos_1340.jpg
Hard Hat,788,295,857,333,pos_1340.jpg
Hard Hat,906,276,961,314,pos_1340.jpg
Safety Vest,503,279,713,560,pos_1340.jpg
Safety Vest,758,369,891,546,pos_1340.jpg
Safety Vest,886,337,972,434,pos_1340.jpg
Hard Hat,296,70,381,146,pos_1368.jpg
Hard Hat,583,319,654,364,pos_1368.jpg
Hard Hat,773,300,841,360,pos_1368.jpg
Safety Vest,1056,90,1164,281,pos_1368.jpg
Safety Vest,710,187,835,356,pos_2107.jpg
Safety Vest,846,191,940,348,pos_2107.jpg
Safety Vest,145,106,790,1024,pos_389.jpg
Safety Vest,463,222,1119,1152,pos_389.jpg
Safety Vest,427,189,462,326,pos_2113.jpg
Safety Vest,603,226,704,367,pos_2113.jpg
Safety Vest,45,0,419,476,pos_570.jpg
Safety Vest,0,241,300,718,pos_1585.jpg
Safety Vest,1259,371,1279,715,pos_1585.jpg
Safety Vest,11,127,270,503,pos_216.jpg
Safety Vest,242,61,489,417,pos_216.jpg
Safety Vest,109,239,387,676,pos_202.jpg
Hard Hat,204,41,384,146,pos_202.jpg
Safety Vest,844,186,975,393,pos_2098.jpg
Safety Vest,897,161,1026,344,pos_2098.jpg
Safety Vest,414,370,812,717,pos_1591.jpg
Safety Vest,1009,359,1278,719,pos_1591.jpg
Safety Vest,187,74,1767,2501,pos_564.jpg
Safety Vest,6,67,568,746,pos_558.jpg
Hard Hat,219,103,277,156,pos_1220.jpg
Safety Vest,297,300,358,452,pos_1546.jpg
Safety Vest,370,303,448,445,pos_1546.jpg
Safety Vest,544,275,636,414,pos_1552.jpg
Safety Vest,631,273,725,412,pos_1552.jpg
Hard Hat,82,31,141,65,pos_1234.jpg
Hard Hat,494,33,565,80,pos_1234.jpg
Safety Vest,711,253,1279,719,pos_2073.jpg
Safety Vest,322,221,399,335,pos_2067.jpg
Safety Vest,498,232,597,344,pos_2067.jpg
Hard Hat,62,103,112,131,pos_1208.jpg
Hard Hat,134,128,173,153,pos_1208.jpg
Hard Hat,185,105,238,141,pos_1208.jpg
Hard Hat,250,109,292,140,pos_1208.jpg
Hard Hat,286,124,310,142,pos_1208.jpg
Hard Hat,316,107,389,160,pos_1208.jpg
Hard Hat,395,133,414,155,pos_1208.jpg
Safety Vest,47,153,141,286,pos_1208.jpg
Safety Vest,133,167,190,263,pos_1208.jpg
Hard Hat,232,136,262,156,pos_1208.jpg
Safety Vest,199,157,275,298,pos_1208.jpg
Safety Vest,271,152,312,265,pos_1208.jpg
Safety Vest,320,202,412,332,pos_1208.jpg
Safety Vest,407,161,427,202,pos_1208.jpg
Safety Vest,433,156,476,207,pos_1208.jpg
Safety Vest,420,417,532,580,pos_1787.jpg
Hard Hat,475,369,521,398,pos_1787.jpg
Hard Hat,564,431,604,455,pos_1787.jpg
Safety Vest,556,480,618,568,pos_1787.jpg
Hard Hat,82,36,248,176,pos_772.jpg
Hard Hat,151,189,179,216,pos_766.jpg
Hard Hat,144,0,193,46,pos_1793.jpg
Safety Vest,0,21,101,261,pos_1793.jpg
Safety Vest,16,242,330,574,pos_1963.jpg
Safety Vest,531,235,777,595,pos_1963.jpg
Safety Vest,891,234,1136,517,pos_1963.jpg
Hard Hat,0,32,368,316,pos_996.jpg
Hard Hat,0,145,26,168,pos_982.jpg
Hard Hat,51,146,83,169,pos_982.jpg
Hard Hat,120,94,147,113,pos_982.jpg
Hard Hat,160,88,183,106,pos_982.jpg
Hard Hat,461,158,497,186,pos_982.jpg
Hard Hat,417,154,450,182,pos_982.jpg
Hard Hat,365,142,395,163,pos_982.jpg
Hard Hat,329,62,353,80,pos_982.jpg
Hard Hat,319,155,349,174,pos_982.jpg
Hard Hat,298,101,324,118,pos_982.jpg
Hard Hat,264,71,287,90,pos_982.jpg
Hard Hat,232,126,264,149,pos_982.jpg
Hard Hat,229,99,245,110,pos_982.jpg
Hard Hat,178,142,203,163,pos_982.jpg
Hard Hat,183,127,206,141,pos_982.jpg
Hard Hat,161,157,181,173,pos_982.jpg
Safety Vest,322,97,369,172,pos_982.jpg
Safety Vest,155,121,192,160,pos_982.jpg
Safety Vest,110,127,163,196,pos_982.jpg
Safety Vest,453,203,498,288,pos_982.jpg
Safety Vest,407,197,464,299,pos_982.jpg
Safety Vest,348,185,411,270,pos_982.jpg
Safety Vest,303,187,358,274,pos_982.jpg
Safety Vest,214,129,243,169,pos_982.jpg
Safety Vest,255,110,305,167,pos_982.jpg
Safety Vest,200,154,229,192,pos_982.jpg
Safety Vest,219,158,282,251,pos_982.jpg
Safety Vest,160,179,220,271,pos_982.jpg
Safety Vest,149,195,167,276,pos_982.jpg
Safety Vest,95,174,154,260,pos_982.jpg
Safety Vest,42,180,109,259,pos_982.jpg
Safety Vest,0,180,42,269,pos_982.jpg
Safety Vest,290,137,334,206,pos_982.jpg
Safety Vest,2,321,122,718,pos_1977.jpg
Safety Vest,750,262,868,398,pos_1977.jpg
Safety Vest,834,271,1077,557,pos_1977.jpg
Safety Vest,344,77,577,231,pos_1744.jpg
Hard Hat,5,176,209,280,pos_969.jpg
Hard Hat,266,238,324,283,pos_969.jpg
Safety Vest,282,317,363,461,pos_969.jpg
Safety Vest,0,406,222,497,pos_969.jpg
Hard Hat,81,14,190,95,pos_1022.jpg
Hard Hat,304,78,497,279,pos_1036.jpg
Hard Hat,155,93,319,284,pos_1036.jpg
Hard Hat,1,82,163,253,pos_1036.jpg
Safety Vest,0,184,280,717,pos_1750.jpg
Hard Hat,22,0,295,85,pos_1750.jpg
Safety Vest,870,397,1099,615,pos_1750.jpg
Hard Hat,866,408,936,500,pos_1750.jpg
Safety Vest,645,251,777,505,pos_1988.jpg
Safety Vest,724,243,931,523,pos_1988.jpg
Safety Vest,359,308,406,396,pos_1778.jpg
Hard Hat,385,275,407,290,pos_1778.jpg
Hard Hat,440,222,490,250,pos_1778.jpg
Hard Hat,564,244,614,268,pos_1778.jpg
Safety Vest,403,256,497,366,pos_1778.jpg
Safety Vest,551,278,632,381,pos_1778.jpg
Hard Hat,523,309,548,329,pos_1778.jpg
Hard Hat,147,50,265,119,pos_955.jpg
Hard Hat,148,143,162,153,pos_941.jpg
Safety Vest,120,155,191,214,pos_941.jpg
Hard Hat,276,55,464,179,pos_799.jpg
Hard Hat,347,187,499,330,pos_799.jpg
Hard Hat,100,0,392,136,pos_798.jpg
Hard Hat,209,107,288,155,pos_940.jpg
Hard Hat,10,131,31,151,pos_940.jpg
Hard Hat,380,275,412,290,pos_1779.jpg
Hard Hat,406,271,441,292,pos_1779.jpg
Hard Hat,459,235,508,257,pos_1779.jpg
Hard Hat,575,264,618,287,pos_1779.jpg
Hard Hat,527,312,557,327,pos_1779.jpg
Safety Vest,358,309,400,391,pos_1779.jpg
Safety Vest,438,272,510,374,pos_1779.jpg
Safety Vest,576,296,640,391,pos_1779.jpg
Hard Hat,104,97,134,129,pos_954.jpg
Hard Hat,353,60,376,80,pos_954.jpg
Safety Vest,81,117,143,207,pos_954.jpg
Safety Vest,338,94,400,185,pos_954.jpg
Hard Hat,134,14,293,123,pos_1037.jpg
Safety Vest,111,202,323,472,pos_1037.jpg
Safety Vest,571,253,717,525,pos_1989.jpg
Safety Vest,991,236,1066,350,pos_1989.jpg
Hard Hat,224,2,462,146,pos_1751.jpg
Hard Hat,913,435,985,519,pos_1751.jpg
Safety Vest,913,438,1149,651,pos_1751.jpg
Safety Vest,50,246,522,717,pos_1751.jpg
Safety Vest,392,135,563,308,pos_1745.jpg
Hard Hat,452,36,536,71,pos_1745.jpg
Hard Hat,0,74,62,128,pos_1023.jpg
Hard Hat,97,103,134,133,pos_1023.jpg
Hard Hat,174,93,203,114,pos_1023.jpg
Hard Hat,227,101,265,125,pos_1023.jpg
Hard Hat,316,101,352,121,pos_1023.jpg
Hard Hat,379,88,414,114,pos_1023.jpg
Hard Hat,32,84,62,110,pos_1023.jpg
Hard Hat,476,105,497,141,pos_1023.jpg
Hard Hat,140,14,342,162,pos_968.jpg
Hard Hat,30,26,472,429,pos_983.jpg
Safety Vest,174,254,458,718,pos_1976.jpg
Safety Vest,956,261,1079,397,pos_1976.jpg
Safety Vest,138,252,335,480,pos_1962.jpg
Safety Vest,446,252,759,704,pos_1962.jpg
Safety Vest,788,223,995,504,pos_1962.jpg
Hard Hat,27,62,87,104,pos_997.jpg
Hard Hat,358,112,402,141,pos_997.jpg
Hard Hat,292,130,314,148,pos_997.jpg
Hard Hat,443,49,499,86,pos_997.jpg
Hard Hat,137,147,160,166,pos_997.jpg
Hard Hat,164,143,182,164,pos_997.jpg
Hard Hat,209,175,222,188,pos_997.jpg
Hard Hat,242,205,325,309,pos_767.jpg
Safety Vest,231,0,402,198,pos_1792.jpg
Hard Hat,57,0,208,72,pos_1792.jpg
Hard Hat,134,40,226,169,pos_1792.jpg
Safety Vest,0,153,164,620,pos_1792.jpg
Safety Vest,572,44,730,312,pos_1786.jpg
Hard Hat,497,0,601,80,pos_1786.jpg
Safety Vest,426,319,545,466,pos_1786.jpg
Hard Hat,67,5,196,97,pos_773.jpg
Safety Vest,31,129,234,410,pos_773.jpg
Safety Vest,262,207,369,386,pos_2066.jpg
Safety Vest,521,238,675,430,pos_2066.jpg
Hard Hat,97,79,232,187,pos_1209.jpg
Safety Vest,712,271,1098,717,pos_2072.jpg
Safety Vest,528,287,611,410,pos_1553.jpg
Safety Vest,609,289,686,417,pos_1553.jpg
Hard Hat,33,0,146,88,pos_1235.jpg
Hard Hat,451,39,569,116,pos_1235.jpg
Hard Hat,45,161,54,178,pos_1221.jpg
Hard Hat,79,168,91,178,pos_1221.jpg
Hard Hat,88,166,105,177,pos_1221.jpg
Hard Hat,103,161,118,173,pos_1221.jpg
Hard Hat,180,162,199,176,pos_1221.jpg
Hard Hat,197,166,212,177,pos_1221.jpg
Hard Hat,216,165,231,178,pos_1221.jpg
Hard Hat,241,147,263,168,pos_1221.jpg
Hard Hat,260,167,275,178,pos_1221.jpg
Hard Hat,293,170,306,180,pos_1221.jpg
Hard Hat,330,124,354,143,pos_1221.jpg
Hard Hat,378,132,412,156,pos_1221.jpg
Hard Hat,402,146,429,163,pos_1221.jpg
Hard Hat,446,153,474,171,pos_1221.jpg
Safety Vest,363,152,401,209,pos_1221.jpg
Safety Vest,544,249,604,332,pos_1547.jpg
Safety Vest,619,240,664,325,pos_1547.jpg
Safety Vest,49,16,308,304,pos_559.jpg
Safety Vest,237,315,616,718,pos_1590.jpg
Safety Vest,785,349,1279,718,pos_1590.jpg
Safety Vest,941,172,1029,358,pos_2099.jpg
Safety Vest,858,209,992,413,pos_2099.jpg
Hard Hat,6,7,425,267,pos_203.jpg
Safety Vest,20,52,984,1174,pos_565.jpg
Safety Vest,81,27,368,339,pos_571.jpg
Hard Hat,32,52,978,938,pos_217.jpg
Safety Vest,0,294,316,717,pos_1584.jpg
Safety Vest,1211,399,1278,718,pos_1584.jpg
Safety Vest,316,223,413,371,pos_2112.jpg
Safety Vest,422,285,497,385,pos_2112.jpg
Safety Vest,43,0,378,441,pos_388.jpg
Hard Hat,949,242,1004,300,pos_1369.jpg
Hard Hat,897,296,934,324,pos_1369.jpg
Hard Hat,851,276,891,309,pos_1369.jpg
Safety Vest,941,294,1040,431,pos_1369.jpg
Safety Vest,890,335,927,442,pos_1369.jpg
Safety Vest,695,210,821,399,pos_2106.jpg
Safety Vest,860,166,981,343,pos_2106.jpg
Safety Vest,346,181,432,410,pos_1427.jpg
Safety Vest,374,184,567,435,pos_1427.jpg
Hard Hat,273,451,350,494,pos_1341.jpg
Hard Hat,398,314,504,389,pos_1341.jpg
Hard Hat,403,403,547,513,pos_1341.jpg
Safety Vest,226,531,327,718,pos_1341.jpg
Safety Vest,304,421,412,697,pos_1341.jpg
Safety Vest,342,555,558,719,pos_1341.jpg
Hard Hat,842,85,907,135,pos_1355.jpg
Hard Hat,1115,134,1224,207,pos_1355.jpg
Safety Vest,1102,225,1278,489,pos_1355.jpg
Safety Vest,841,159,957,353,pos_1355.jpg
Safety Vest,585,314,801,626,pos_1433.jpg
Hard Hat,74,134,420,340,pos_439.jpg
Safety Vest,1,5,383,541,pos_377.jpg
Safety Vest,395,7,791,542,pos_377.jpg
Hard Hat,1,4,372,237,pos_411.jpg
Hard Hat,191,35,294,78,pos_1382.jpg
Safety Vest,128,140,242,332,pos_1382.jpg
Hard Hat,618,1,714,81,pos_1396.jpg
Hard Hat,704,76,839,223,pos_1396.jpg
Safety Vest,514,9,661,257,pos_1396.jpg
Safety Vest,728,162,1001,428,pos_1396.jpg
Hard Hat,22,18,393,229,pos_405.jpg
Hard Hat,43,59,217,203,pos_363.jpg
Hard Hat,198,0,383,108,pos_834.jpg
Safety Vest,25,5,272,299,pos_83.jpg
Safety Vest,186,42,813,960,pos_97.jpg
Hard Hat,17,24,46,45,pos_820.jpg
Hard Hat,99,17,121,43,pos_820.jpg
Hard Hat,273,17,300,41,pos_820.jpg
Hard Hat,373,3,402,17,pos_820.jpg
Hard Hat,388,19,409,37,pos_820.jpg
Safety Vest,7,54,48,130,pos_820.jpg
Safety Vest,81,50,153,120,pos_820.jpg
Safety Vest,259,43,297,112,pos_820.jpg
Safety Vest,372,36,396,56,pos_820.jpg
Safety Vest,369,47,411,126,pos_820.jpg
Hard Hat,277,42,437,160,pos_808.jpg
Hard Hat,71,28,223,129,pos_1143.jpg
Safety Vest,2,424,584,718,pos_1625.jpg
Safety Vest,568,271,1168,719,pos_1625.jpg
Safety Vest,498,207,672,454,pos_1631.jpg
Hard Hat,172,173,226,221,pos_1157.jpg
Hard Hat,152,55,193,107,pos_1157.jpg
Safety Vest,0,0,524,718,pos_1802.jpg
Hard Hat,24,29,331,318,pos_40.jpg
Hard Hat,57,32,226,161,pos_149.jpg
Hard Hat,207,6,353,129,pos_149.jpg
Hard Hat,0,17,114,97,pos_54.jpg
Hard Hat,320,132,439,197,pos_54.jpg
Hard Hat,630,75,768,167,pos_54.jpg
Safety Vest,0,195,170,399,pos_54.jpg
Safety Vest,246,288,505,398,pos_54.jpg
Safety Vest,581,231,768,398,pos_54.jpg
Safety Vest,0,280,522,716,pos_1816.jpg
Safety Vest,51,144,333,395,pos_1816.jpg
Hard Hat,307,8,612,228,pos_1816.jpg
Hard Hat,146,80,185,122,pos_1180.jpg
